lit_id,lit_name,k_id,k_name
85153559491,Strategic flexibility,resourcebasedview,Resource-based view
85153559491,Strategic flexibility,strategicflexibility,Strategic flexibility
85153559491,Strategic flexibility,uncertainty,uncertainty
85163037692,End-to-End Smart EV Charging Framework: Demand Forecasting and Profit Maximization With Causal Information Enhancement,uncertainty,uncertainty
85153559491,Strategic flexibility,upperechelonstheory,Upper echelons theory
85144166008,Tideglusib enhances odontogenic differentiation in human dental pulp stem cells in vitro,dentalpulpcell,dental pulp cell
85144166008,Tideglusib enhances odontogenic differentiation in human dental pulp stem cells in vitro,odonto/osteogenicdifferentiation,odonto/osteogenic differentiation
85144166008,Tideglusib enhances odontogenic differentiation in human dental pulp stem cells in vitro,tideglusib,Tideglusib
85144166008,Tideglusib enhances odontogenic differentiation in human dental pulp stem cells in vitro,wnt/βcatenin,Wnt/β-catenin
85161297047,Techno-economic comparison of different reactor types used in the manufacture of fructooligosaccharides from sucrose,fructooligosaccharides,fructooligosaccharides
85161297047,Techno-economic comparison of different reactor types used in the manufacture of fructooligosaccharides from sucrose,immobilizedenzyme,immobilized enzyme
85161297047,Techno-economic comparison of different reactor types used in the manufacture of fructooligosaccharides from sucrose,packedbedreactor,packed-bed reactor
85161297047,Techno-economic comparison of different reactor types used in the manufacture of fructooligosaccharides from sucrose,stirredtankreactor,stirred-tank reactor
85161297047,Techno-economic comparison of different reactor types used in the manufacture of fructooligosaccharides from sucrose,technoeconomiccomparison,techno-economic comparison
85169070364,Intensification of two-stage biomass gasification for hydrogen production,co2utilisation,CO2 utilisation
85169070364,Intensification of two-stage biomass gasification for hydrogen production,co2steamgasification,CO2-Steam gasification
85169070364,Intensification of two-stage biomass gasification for hydrogen production,twostagegasification,Two-stage gasification
85169070364,Intensification of two-stage biomass gasification for hydrogen production,woodpellets,Wood pellets
85166758302,Wrist-worn smartwatch and predictive models for seizures,predictivemodels,predictive models
85166758302,Wrist-worn smartwatch and predictive models for seizures,smartwatch,smartwatch
85164748652,Dynamic characteristic measurement of precast and cast in-situ walls in abandoned high-rise building using ambient and forced vibration methods,ambientvibration,ambient vibration
85164748652,Dynamic characteristic measurement of precast and cast in-situ walls in abandoned high-rise building using ambient and forced vibration methods,dynamiccharacteristics,dynamic characteristics
85164748652,Dynamic characteristic measurement of precast and cast in-situ walls in abandoned high-rise building using ambient and forced vibration methods,forcedexcitation,forced excitation
85164748652,Dynamic characteristic measurement of precast and cast in-situ walls in abandoned high-rise building using ambient and forced vibration methods,modalstrainpatterns,modal strain patterns
85164748652,Dynamic characteristic measurement of precast and cast in-situ walls in abandoned high-rise building using ambient and forced vibration methods,structuraldeterioration,structural deterioration
85164748652,Dynamic characteristic measurement of precast and cast in-situ walls in abandoned high-rise building using ambient and forced vibration methods,structuralwall,structural wall
85151835160,Computed tomographic evaluation of heart size in clinically healthy cats,cats,Cats
85151835160,Computed tomographic evaluation of heart size in clinically healthy cats,computertomography,Computer tomography
85151835160,Computed tomographic evaluation of heart size in clinically healthy cats,felineheart,Feline heart
85151835160,Computed tomographic evaluation of heart size in clinically healthy cats,transversevertebralheartscore,Transverse vertebral heart score
85151835160,Computed tomographic evaluation of heart size in clinically healthy cats,vertebralheartscore,Vertebral heart score
85147307835,Comparison of oblique and transforaminal approaches to lumbar interbody fusion for lumbar degenerative disease: An updated meta-analysis,lumbardegenerativediseases,lumbar degenerative diseases
85147307835,Comparison of oblique and transforaminal approaches to lumbar interbody fusion for lumbar degenerative disease: An updated meta-analysis,obliquelumbarinterbodyfusion,oblique lumbar interbody fusion
85147307835,Comparison of oblique and transforaminal approaches to lumbar interbody fusion for lumbar degenerative disease: An updated meta-analysis,olif,OLIF
85147307835,Comparison of oblique and transforaminal approaches to lumbar interbody fusion for lumbar degenerative disease: An updated meta-analysis,tlif,TLIF
85149013993,Prediction of Stress–Strain Curves for HFRP Composite Confined Brick Aggregate Concrete under Axial Load,firedclaybrickaggregates:recycledaggregateconcrete,fired-clay brick aggregates: recycled aggregate concrete
85149013993,Prediction of Stress–Strain Curves for HFRP Composite Confined Brick Aggregate Concrete under Axial Load,hempfiberrope,hemp fiber rope
85149013993,Prediction of Stress–Strain Curves for HFRP Composite Confined Brick Aggregate Concrete under Axial Load,stressstrainmodels,stress–strain models
85163395000,"Exploring the Almost Unknown Trochomorpha (Eupulmonata: Trochomorphidae) from Laos, with Description of Three New Species",trochomorpha,Trochomorpha
85147895667,Identification of Phytochemicals in Bioactive Extracts of Acacia saligna Growing in Australia,3s*5s*3hydroxy52aminoethyldihydrofuran23hone,"(3S*,5S*)-3-hydroxy-5-(2-aminoethyl)-dihydrofuran-2(3H)-one"
85147895667,Identification of Phytochemicals in Bioactive Extracts of Acacia saligna Growing in Australia,bioactivityguidedfractionation,bioactivity-guided fractionation
85147895667,Identification of Phytochemicals in Bioactive Extracts of Acacia saligna Growing in Australia,polaritybasedextraction,polarity-based extraction
85147895667,Identification of Phytochemicals in Bioactive Extracts of Acacia saligna Growing in Australia,αglucosidaseinhibitors,α-glucosidase inhibitors
85162944628,Design and Implementation of a FIX Protocol Offload Engine for SET Market Data,fixprotocol,FIX protocol
85162944628,Design and Implementation of a FIX Protocol Offload Engine for SET Market Data,fpga,FPGA
85162944628,Design and Implementation of a FIX Protocol Offload Engine for SET Market Data,marketdataprocessor,Market data processor
85144835962,Transcriptome-based insights into the regulatory role of immune-responsive circular RNAs in Litopanaeus vannamei upon WSSV infection,circrnaseq,circRNA-Seq
85144835962,Transcriptome-based insights into the regulatory role of immune-responsive circular RNAs in Litopanaeus vannamei upon WSSV infection,circrnas,circRNAs
85144835962,Transcriptome-based insights into the regulatory role of immune-responsive circular RNAs in Litopanaeus vannamei upon WSSV infection,mirnacircrnanetwork,miRNA-circRNA network
85144835962,Transcriptome-based insights into the regulatory role of immune-responsive circular RNAs in Litopanaeus vannamei upon WSSV infection,rnaser,RNase R
85147143773,Therapeutic options of post-COVID-19 related olfactory dysfunction: a systematic review and meta-analysis*,olfactorydysfunction,olfactory dysfunction
85147143773,Therapeutic options of post-COVID-19 related olfactory dysfunction: a systematic review and meta-analysis*,olfactorytraining,olfactory training
85159458429,Efficacy of anti-sebum moisturizing cream containing 2% l-carnitine and 5% epigallocatechin gallate in seborrhea: A randomized clinical trial,epigallocatechingallate,epigallocatechin gallate
85159458429,Efficacy of anti-sebum moisturizing cream containing 2% l-carnitine and 5% epigallocatechin gallate in seborrhea: A randomized clinical trial,greentea,green tea
85159458429,Efficacy of anti-sebum moisturizing cream containing 2% l-carnitine and 5% epigallocatechin gallate in seborrhea: A randomized clinical trial,moisturizer,moisturizer
85159458429,Efficacy of anti-sebum moisturizing cream containing 2% l-carnitine and 5% epigallocatechin gallate in seborrhea: A randomized clinical trial,oilyskin,oily skin
85138759452,Size-independent quantification of nanoplastics in various aqueous media using surfaced-enhanced Raman scattering,microplasticsmpls,Microplastics (MPLs)
85138759452,Size-independent quantification of nanoplastics in various aqueous media using surfaced-enhanced Raman scattering,nanoplasticsnpls,Nanoplastics (NPLs)
85138759452,Size-independent quantification of nanoplastics in various aqueous media using surfaced-enhanced Raman scattering,polystyrenenanospherepsnss,Polystyrene nanosphere (PS NSs)
85138759452,Size-independent quantification of nanoplastics in various aqueous media using surfaced-enhanced Raman scattering,quantificationanalysis,Quantification analysis
85138759452,Size-independent quantification of nanoplastics in various aqueous media using surfaced-enhanced Raman scattering,surfaceenhancedramanscatteringsers,Surface-enhanced Raman scattering (SERS)
85152815799,Enhanced anaerobic digestion: Recent advancements and future prospective,bioenergy,Bioenergy
85152815799,Enhanced anaerobic digestion: Recent advancements and future prospective,enhancement,Enhancement
85152815799,Enhanced anaerobic digestion: Recent advancements and future prospective,processparameters,Process parameters
85152815799,Enhanced anaerobic digestion: Recent advancements and future prospective,volatilefattyacids,Volatile fatty acids
85164291576,"Effect of variations in Ni-W molar ratio on the microstructure, mechanical properties and tribology of electrodeposited Ni-W/diamond composite coatings",compositecoatings,composite coatings
85164291576,"Effect of variations in Ni-W molar ratio on the microstructure, mechanical properties and tribology of electrodeposited Ni-W/diamond composite coatings",directcurrentelectrodeposition,direct current electrodeposition
85164291576,"Effect of variations in Ni-W molar ratio on the microstructure, mechanical properties and tribology of electrodeposited Ni-W/diamond composite coatings",niwalloy,Ni-W alloy
85164291576,"Effect of variations in Ni-W molar ratio on the microstructure, mechanical properties and tribology of electrodeposited Ni-W/diamond composite coatings",niwmolarratio,Ni-W molar ratio
85164291576,"Effect of variations in Ni-W molar ratio on the microstructure, mechanical properties and tribology of electrodeposited Ni-W/diamond composite coatings",niw/diamondcompositecoatings,Ni-W/diamond composite coatings
85164291576,"Effect of variations in Ni-W molar ratio on the microstructure, mechanical properties and tribology of electrodeposited Ni-W/diamond composite coatings",surfaceroughness,surface roughness
85167358469,Bioactive glass and arginine dentifrices reduce root sensitivity during daily activities following non-surgical periodontal therapy: A randomized controlled trial,dentifrices,dentifrices
85167358469,Bioactive glass and arginine dentifrices reduce root sensitivity during daily activities following non-surgical periodontal therapy: A randomized controlled trial,dentinsensitivity,dentin sensitivity
85167358469,Bioactive glass and arginine dentifrices reduce root sensitivity during daily activities following non-surgical periodontal therapy: A randomized controlled trial,dentindesensitizingagents,dentin-desensitizing agents
85167358469,Bioactive glass and arginine dentifrices reduce root sensitivity during daily activities following non-surgical periodontal therapy: A randomized controlled trial,periodontaldebridement,periodontal debridement
85149643977,The 2022 Rayong Oil Spill Crisis in Thailand: An Identification for Reliability and Nearly-Real Time Data using Twitter,oilspill,oil spill
85149643977,The 2022 Rayong Oil Spill Crisis in Thailand: An Identification for Reliability and Nearly-Real Time Data using Twitter,rayong,Rayong
85147805893,Antioxidant Activities and Characterization of Polyphenols from Selected Northern Thai Rice Husks: Relation with Seed Attributes,agriwaste,agri-waste
85147805893,Antioxidant Activities and Characterization of Polyphenols from Selected Northern Thai Rice Husks: Relation with Seed Attributes,polyphenol,polyphenol
85147805893,Antioxidant Activities and Characterization of Polyphenols from Selected Northern Thai Rice Husks: Relation with Seed Attributes,seedcharacteristic,seed characteristic
85147805893,Antioxidant Activities and Characterization of Polyphenols from Selected Northern Thai Rice Husks: Relation with Seed Attributes,thairice,Thai rice
85142452278,Clinical outcomes of low-dose pharmacokinetic-guided extended half-life versus low-dose standard half-life factor VIII concentrate prophylaxis in haemophilia A patients,coagulationfactorviii,coagulation factor VIII
85142452278,Clinical outcomes of low-dose pharmacokinetic-guided extended half-life versus low-dose standard half-life factor VIII concentrate prophylaxis in haemophilia A patients,haemophiliaa,haemophilia A
85142452278,Clinical outcomes of low-dose pharmacokinetic-guided extended half-life versus low-dose standard half-life factor VIII concentrate prophylaxis in haemophilia A patients,riroctocogalfapegol,riroctocog alfa pegol
85149926144,Shear strain rate sensitivity and crystallisation kinetics investigation in melt spun Cu64Zr36binary metallic glass,crystallisation,crystallisation
85149926144,Shear strain rate sensitivity and crystallisation kinetics investigation in melt spun Cu64Zr36binary metallic glass,phasetransformation,phase transformation
85149926144,Shear strain rate sensitivity and crystallisation kinetics investigation in melt spun Cu64Zr36binary metallic glass,shearstrainrate,shear strain rate
85140273406,Bacterial community shifts in a di-(2-ethylhexyl) phthalate-degrading enriched consortium and the isolation and characterization of degraders predicted through network analyses,bacterialcooccurrence,Bacterial co-occurrence
85140273406,Bacterial community shifts in a di-(2-ethylhexyl) phthalate-degrading enriched consortium and the isolation and characterization of degraders predicted through network analyses,bacterialcommunityshifts,Bacterial community shifts
85140273406,Bacterial community shifts in a di-(2-ethylhexyl) phthalate-degrading enriched consortium and the isolation and characterization of degraders predicted through network analyses,bacterialconsortia,Bacterial consortia
85140273406,Bacterial community shifts in a di-(2-ethylhexyl) phthalate-degrading enriched consortium and the isolation and characterization of degraders predicted through network analyses,phthalateester,Phthalate ester
85153855595,Stress and Stress Coping Strategies Among Foreign Bachelor's Medical Interns in Bangkok Metropolitan Administration (BMA) Hospitals,copingstrategies,Coping strategies
85153855595,Stress and Stress Coping Strategies Among Foreign Bachelor's Medical Interns in Bangkok Metropolitan Administration (BMA) Hospitals,foreignbachelorsmedicalinterns,Foreign bachelor's medical interns
85156158015,Identification and Optimisation of Indole-3-Acetic Acid Production of Endophytic Bacteria and Their Effects on Plant Growth,endophyticbacteria,Endophytic Bacteria
85156158015,Identification and Optimisation of Indole-3-Acetic Acid Production of Endophytic Bacteria and Their Effects on Plant Growth,enterobacter,Enterobacter
85156158015,Identification and Optimisation of Indole-3-Acetic Acid Production of Endophytic Bacteria and Their Effects on Plant Growth,plantroot,Plant Root
85140909092,Development of a new birthing model material based on silicone rubber/natural rubber blend,siliconerubber,Silicone rubber
85140909092,Development of a new birthing model material based on silicone rubber/natural rubber blend,sulfur/peroxidecuringsystem,Sulfur/peroxide curing system
85141923912,Undersampling artifact reduction for free-breathing 3D stack-of-radial MRI based on a deep adversarial learning network,abdominalmri,Abdominal MRI
85141923912,Undersampling artifact reduction for free-breathing 3D stack-of-radial MRI based on a deep adversarial learning network,artifactsuppression,Artifact suppression
85141923912,Undersampling artifact reduction for free-breathing 3D stack-of-radial MRI based on a deep adversarial learning network,deepadversarialnetwork,Deep adversarial network
85141923912,Undersampling artifact reduction for free-breathing 3D stack-of-radial MRI based on a deep adversarial learning network,radialacquisition,Radial acquisition
85148702916,Antenna Delay-Independent Simultaneous Ranging for UWB-Based RTLSs,antennadelay,antenna delay
85148702916,Antenna Delay-Independent Simultaneous Ranging for UWB-Based RTLSs,simultaneousranging,simultaneous ranging
85148702916,Antenna Delay-Independent Simultaneous Ranging for UWB-Based RTLSs,twowayranging,two-way ranging
85148702916,Antenna Delay-Independent Simultaneous Ranging for UWB-Based RTLSs,ultrawideband,ultra-wideband
85149399676,Extraction and Silylation of Cellulose Nanofibers from Agricultural Bamboo Leaf Waste for Hydrophobic Coating on Paper,bambooleaves,Bamboo leaves
85149399676,Extraction and Silylation of Cellulose Nanofibers from Agricultural Bamboo Leaf Waste for Hydrophobic Coating on Paper,biopolymers,biopolymers
85149399676,Extraction and Silylation of Cellulose Nanofibers from Agricultural Bamboo Leaf Waste for Hydrophobic Coating on Paper,silanes,silanes
85149399676,Extraction and Silylation of Cellulose Nanofibers from Agricultural Bamboo Leaf Waste for Hydrophobic Coating on Paper,surfacecoating,surface coating
85169295471,Curcumin reduces blood-nerve barrier abnormalities and cytotoxicity to endothelial cells and pericytes induced by cisplatin,capillaries,capillaries
85169295471,Curcumin reduces blood-nerve barrier abnormalities and cytotoxicity to endothelial cells and pericytes induced by cisplatin,cisplatin,cisplatin
85169295471,Curcumin reduces blood-nerve barrier abnormalities and cytotoxicity to endothelial cells and pericytes induced by cisplatin,nerve,nerve
85169295471,Curcumin reduces blood-nerve barrier abnormalities and cytotoxicity to endothelial cells and pericytes induced by cisplatin,neuropathy,neuropathy
85167608381,"Editorial: Integrative analysis approaches for understanding plant metabolism, metabolite, chemodiversity and their respective regulation",chemicaldiversity,chemical diversity
85167608381,"Editorial: Integrative analysis approaches for understanding plant metabolism, metabolite, chemodiversity and their respective regulation",plantscience,plant science
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,aestheticsinquiry,Aesthetics Inquiry
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,artprogram,Art Program
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,geriatric,Geriatric
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,mildcognitiveimpairment,Mild Cognitive Impairment
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,transformativeartlearning,Transformative Art Learning
85164460803,Arts-Based Interventions to Enhance the Quality of Life and Cognition of the Elderly with Mild Cognitive Impairment,visualthinkingstrategies,Visual Thinking Strategies
85152440681,Market reactions to timing and information of mandatory disclosures,emergingmarket,Emerging market
85152440681,Market reactions to timing and information of mandatory disclosures,informationcontent,Information content
85152440681,Market reactions to timing and information of mandatory disclosures,mandatorydisclosure,Mandatory disclosure
85152440681,Market reactions to timing and information of mandatory disclosures,timeliness,Timeliness
85146590839,Tenacibaculosis caused by Tenacibaculum maritimum: Updated knowledge of this marine bacterial fish pathogen,aquaculture,aquaculture
85146590839,Tenacibaculosis caused by Tenacibaculum maritimum: Updated knowledge of this marine bacterial fish pathogen,marinefish,marine fish
85146590839,Tenacibaculosis caused by Tenacibaculum maritimum: Updated knowledge of this marine bacterial fish pathogen,tenacibaculosis,tenacibaculosis
85146590839,Tenacibaculosis caused by Tenacibaculum maritimum: Updated knowledge of this marine bacterial fish pathogen,tenacibaculummaritimum,Tenacibaculum maritimum
85159797784,"Further notes on the taxonomy of the land snail family Clausiliidae Gray, 1855 (Stylommatophora, Helicina) from Myanmar with description of two new species",doorsnail,door snail
85159797784,"Further notes on the taxonomy of the land snail family Clausiliidae Gray, 1855 (Stylommatophora, Helicina) from Myanmar with description of two new species",endemic,endemic
85159797784,"Further notes on the taxonomy of the land snail family Clausiliidae Gray, 1855 (Stylommatophora, Helicina) from Myanmar with description of two new species",gastropod,gastropod
85146937051,Carolyn's Window Approach to Unilateral Frontal Sinus Surgery,frontalsinus,frontal sinus
85146937051,Carolyn's Window Approach to Unilateral Frontal Sinus Surgery,frontalsinusitis,frontal sinusitis
85144079397,"Flood Susceptibility Mapping Using a Frequency Ratio Model: A Case Study of Chai Nat Province, Thailand",floodsusceptibility,Flood susceptibility
85144079397,"Flood Susceptibility Mapping Using a Frequency Ratio Model: A Case Study of Chai Nat Province, Thailand",frequencyratio,Frequency ratio
85144079397,"Flood Susceptibility Mapping Using a Frequency Ratio Model: A Case Study of Chai Nat Province, Thailand",gis,GIS
85144079397,"Flood Susceptibility Mapping Using a Frequency Ratio Model: A Case Study of Chai Nat Province, Thailand",predictorrate,Predictor rate
85163037692,End-to-End Smart EV Charging Framework: Demand Forecasting and Profit Maximization With Causal Information Enhancement,causalinformation,causal information
85163037692,End-to-End Smart EV Charging Framework: Demand Forecasting and Profit Maximization With Causal Information Enhancement,smartcharging,Smart charging
85148479342,As low as diagnostically acceptable dose imaging in maxillofacial trauma: a reference quality approach,bonefractures,Bone fractures
85148479342,As low as diagnostically acceptable dose imaging in maxillofacial trauma: a reference quality approach,comparativestudy,Comparative study
85148479342,As low as diagnostically acceptable dose imaging in maxillofacial trauma: a reference quality approach,diagnosticimaging,Diagnostic Imaging
85148479342,As low as diagnostically acceptable dose imaging in maxillofacial trauma: a reference quality approach,face,Face
85148479342,As low as diagnostically acceptable dose imaging in maxillofacial trauma: a reference quality approach,radiationdose,Radiation dose
85163608403,Dysregulated Immune Response and Kidney Dysfunction,endothelialdysfunction,Endothelial dysfunction
85163608403,Dysregulated Immune Response and Kidney Dysfunction,tubularinjury,Tubular injury
85149067662,Effect of Amorphous Boron on the Microstructure and Corrosion Properties of Ni-W Coatings,boronparticles,boron particles
85149067662,Effect of Amorphous Boron on the Microstructure and Corrosion Properties of Ni-W Coatings,nanocompositecoatings,nanocomposite coatings
85149067662,Effect of Amorphous Boron on the Microstructure and Corrosion Properties of Ni-W Coatings,niwcoatings,Ni-W coatings
85169838469,Cellular Metaverse: Enhancing Real-Time Communications in Virtual World,digitaltwin,Digital twin
85169838469,Cellular Metaverse: Enhancing Real-Time Communications in Virtual World,metaverse,Metaverse
85169838469,Cellular Metaverse: Enhancing Real-Time Communications in Virtual World,virtualspace,Virtual space
85169838469,Cellular Metaverse: Enhancing Real-Time Communications in Virtual World,wirelesssystems,Wireless systems
85159061234,Early detection of cold stress to prevent hypothermia: A narrative review,coldstress,cold stress
85159061234,Early detection of cold stress to prevent hypothermia: A narrative review,hypothermia,hypothermia
85159061234,Early detection of cold stress to prevent hypothermia: A narrative review,lowresourcesettings,low-resource settings
85159061234,Early detection of cold stress to prevent hypothermia: A narrative review,neonate,Neonate
85159061234,Early detection of cold stress to prevent hypothermia: A narrative review,temperaturemonitoring,temperature monitoring
85159061234,Early detection of cold stress to prevent hypothermia: A narrative review,thermalcare,thermal care
85149317344,HPLC and DNA barcoding profiles for identification of the selected twelve Mucuna species and its application for detecting prohibited aphrodisiac Mucuna products,aphrodisiac,Aphrodisiac
85149317344,HPLC and DNA barcoding profiles for identification of the selected twelve Mucuna species and its application for detecting prohibited aphrodisiac Mucuna products,herbalproduct,Herbal product
85149317344,HPLC and DNA barcoding profiles for identification of the selected twelve Mucuna species and its application for detecting prohibited aphrodisiac Mucuna products,mucuna,Mucuna
85147931011,Education and Geriatric Depression in Vietnam: Investigating Gender Differences Using Path Analysis,ageing,Ageing
85147931011,Education and Geriatric Depression in Vietnam: Investigating Gender Differences Using Path Analysis,olderpersons,Older persons
85147931011,Education and Geriatric Depression in Vietnam: Investigating Gender Differences Using Path Analysis,pathanalysis,Path analysis
85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,cinnamaldehyde,Cinnamaldehyde
85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,fishspoilage,fish spoilage
85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,sensoryproperty,sensory property
85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,spmegcms,SPME-GC–MS
85143215824,Effect of nanoemulsion to minimise undesirable odour and colour of cinnamon bark oil and to improve sensory properties of refrigerated Asian seabass fillets,volatileprofile,volatile profile.
85163276805,"Two New Species of Semi-Aquatic Freshwater Earthworm Genus Glyphidrilus Horst, 1889 (Oligochaeta: Almidae) from Thailand and Laos",earthworm,earthworm
85163276805,"Two New Species of Semi-Aquatic Freshwater Earthworm Genus Glyphidrilus Horst, 1889 (Oligochaeta: Almidae) from Thailand and Laos",glyphidrilus,Glyphidrilus
85147143457,The Impact of Personal Protective Equipment on Speech Discrimination and Verbal Communication in the Operating Room and the Role of Audio Communication Devices,communicationtechnology,communication technology
85147143457,The Impact of Personal Protective Equipment on Speech Discrimination and Verbal Communication in the Operating Room and the Role of Audio Communication Devices,humanfactors,human factors
85147143457,The Impact of Personal Protective Equipment on Speech Discrimination and Verbal Communication in the Operating Room and the Role of Audio Communication Devices,personalprotectiveequipment,Personal protective equipment
85147143457,The Impact of Personal Protective Equipment on Speech Discrimination and Verbal Communication in the Operating Room and the Role of Audio Communication Devices,verbalcommunication,verbal communication
85149174595,Chemical recycling of high-density polyethylene (HDPE) wastes by oxidative degradation to dicarboxylic acids and their use as value-added curing agents for acrylate-based materials,chemicalrecycling,Chemical recycling
85149174595,Chemical recycling of high-density polyethylene (HDPE) wastes by oxidative degradation to dicarboxylic acids and their use as value-added curing agents for acrylate-based materials,diacids,Diacids
85149174595,Chemical recycling of high-density polyethylene (HDPE) wastes by oxidative degradation to dicarboxylic acids and their use as value-added curing agents for acrylate-based materials,hdpe,HDPE
85149174595,Chemical recycling of high-density polyethylene (HDPE) wastes by oxidative degradation to dicarboxylic acids and their use as value-added curing agents for acrylate-based materials,oxidativedegradation,Oxidative degradation
85149174595,Chemical recycling of high-density polyethylene (HDPE) wastes by oxidative degradation to dicarboxylic acids and their use as value-added curing agents for acrylate-based materials,uvcurableacrylatecopolymers,UV-curable acrylate copolymers
85149494229,"Geology, mineralization, and alteration of B Prospect of the epithermal Au-Ag deposit in Central Thailand: A study on Chatree’s satellite deposit for future gold exploration",bprospect,B prospect
85149494229,"Geology, mineralization, and alteration of B Prospect of the epithermal Au-Ag deposit in Central Thailand: A study on Chatree’s satellite deposit for future gold exploration",epithermal,epithermal
85149494229,"Geology, mineralization, and alteration of B Prospect of the epithermal Au-Ag deposit in Central Thailand: A study on Chatree’s satellite deposit for future gold exploration",lowsulfidation,low sulfidation
85149494229,"Geology, mineralization, and alteration of B Prospect of the epithermal Au-Ag deposit in Central Thailand: A study on Chatree’s satellite deposit for future gold exploration",mineral,mineral
85149494229,"Geology, mineralization, and alteration of B Prospect of the epithermal Au-Ag deposit in Central Thailand: A study on Chatree’s satellite deposit for future gold exploration",mineralization,mineralization
85151208998,A Novel and Simplified Score for Determining Treatment Eligibility for Patients with Chronic Hepatitis B,hepatitisb,hepatitis b
85151208998,A Novel and Simplified Score for Determining Treatment Eligibility for Patients with Chronic Hepatitis B,score,score
85151208998,A Novel and Simplified Score for Determining Treatment Eligibility for Patients with Chronic Hepatitis B,simplification,simplification
85146236914,An update on CRISPR-Cas12 as a versatile tool in genome editing,c2c1,C2c1
85146236914,An update on CRISPR-Cas12 as a versatile tool in genome editing,cpf1,Cpf1
85146236914,An update on CRISPR-Cas12 as a versatile tool in genome editing,crisprcas12system,CRISPR Cas12 system
85146236914,An update on CRISPR-Cas12 as a versatile tool in genome editing,genemanipulation,Gene manipulation
85146236914,An update on CRISPR-Cas12 as a versatile tool in genome editing,grna,gRNA
85148566599,The economic well-being of nations is associated with positive daily situational experiences,culture,Culture
85148566599,The economic well-being of nations is associated with positive daily situational experiences,ecologicalpsychology,Ecological psychology
85148566599,The economic well-being of nations is associated with positive daily situational experiences,economicdevelopment,Economic development
85148566599,The economic well-being of nations is associated with positive daily situational experiences,positivepsychology,Positive psychology
85148566599,The economic well-being of nations is associated with positive daily situational experiences,situationalassessment,Situational assessment
85148566599,The economic well-being of nations is associated with positive daily situational experiences,socioeconomicstatus,Socioeconomic status
85148566599,The economic well-being of nations is associated with positive daily situational experiences,subjectivewellbeing,Subjective well-being
85169780967,Influence of external and internal auditors on key audit matters (KAMs) reporting in Thailand,externalauditor,external auditor
85169780967,Influence of external and internal auditors on key audit matters (KAMs) reporting in Thailand,internalauditor,internal auditor
85169780967,Influence of external and internal auditors on key audit matters (KAMs) reporting in Thailand,kamsreporting,KAMs reporting
85167787657,Returning empty-handed or going somewhere? Tales from social division networks of re-migrants in the polarized post-COVID-19 era: A phenomenological study,laotianremigrants,Laotian re-migrants
85167787657,Returning empty-handed or going somewhere? Tales from social division networks of re-migrants in the polarized post-COVID-19 era: A phenomenological study,networkcapital,network capital
85167787657,Returning empty-handed or going somewhere? Tales from social division networks of re-migrants in the polarized post-COVID-19 era: A phenomenological study,postcovid19,post-COVID-19
85167787657,Returning empty-handed or going somewhere? Tales from social division networks of re-migrants in the polarized post-COVID-19 era: A phenomenological study,socialdivisions,Social divisions
85163956700,The impact of childhood trauma on mental health outcomes in adulthood: a review of the literature,childhoodtraumact,childhood Trauma (CT)
85163956700,The impact of childhood trauma on mental health outcomes in adulthood: a review of the literature,mentalhealthoutcomesmho,Mental Health outcomes (MHO)
85153702237,"Differences in Smoking Cessation Behaviors and Vaping Status among Adult Daily Smokers with and Without Depression, Anxiety, and Alcohol Use: Findings from the 2018 and 2020 International Tobacco Control Four Country Smoking and Vaping (ITC 4CV) Surveys",alcoholmisuse,Alcohol misuse
85170540640,Ayutthaya's Seventeenth-century Shi'ite Muslim Enclave: A Reassessment,ayutthaya,Ayutthaya
85170540640,Ayutthaya's Seventeenth-century Shi'ite Muslim Enclave: A Reassessment,cartography,cartography
85170540640,Ayutthaya's Seventeenth-century Shi'ite Muslim Enclave: A Reassessment,shiism,Shi'ism
85170540640,Ayutthaya's Seventeenth-century Shi'ite Muslim Enclave: A Reassessment,siam,Siam
85148851427,Keep Moving to Retain the Healthy Self: The Influence of Physical Exercise in Health Anxiety among Chinese Menopausal Women,emotionalintelligence,emotional intelligence
85148851427,Keep Moving to Retain the Healthy Self: The Influence of Physical Exercise in Health Anxiety among Chinese Menopausal Women,healthanxiety,health anxiety
