id,Organization,Literature
60117760,"College of Pharmaceutical Sciences, Zhejiang University",5
60103897,National Museum of Nature and Science,2
60071364,"Vietnam National University, Hanoi",3
60029689,Université d'Orléans,1
60014129,Geological Survey of Denmark and Greenland,1
60001422,Sorbonne Université,2
106948365,Vietnam Petroleum Institute,1
100832407,Vietnam Union of Geological Sciences,1
60015778,PTT,5
60006536,JAIN (Deemed-to-be University),1
60030451,National Renewable Energy Laboratory,2
100501299,Office of Disease Prevention and Control,1
60007027,University of Southern Mississippi,5
60114499,"The University of Hong Kong, Shenzhen Institute of Research and Innovation",1
60010818,University of Kent,2
60026275,Shimane University,1
60006297,University of Pennsylvania,1
122241548,The Hymenoptera Institute,1
60015682,Japan Science and Technology Agency,1
60011001,Kyoto University,1
60099391,Berner Fachhochschule,1
60190884,Asper School of Business,1
60072384,Kainan University Taiwan,1
60028355,Liverpool John Moores University,1
60001782,"St. John's College, Winnipeg",1
60022091,IHE Delft Institute for Water Education,1
60074077,Institut für Weltwirtschaft an der Universität Kiel,1
127891320,Deepwell Drilling Technologies (PVT) Ltd,1
124186472,Queen Savang Vadhana Memorial Hospital,1
111005067,Queen Savang Vadhana Memorial Hospital,5
60031637,Nakornping Hospital,2
60030171,University of Missouri-St. Louis,1
60029358,New York State Psychiatric Institute,9
60012585,Missouri Institute of Mental Health,3
115289334,University of Health Sciences,1
109875133,amfAR - The Foundation for AIDS Research,2
106545448,Bamrasnaradura Infectious Diseases Institute,5
60029622,Universitetet i Bergen,2
60107746,Gerald and Patricia Turpanjian School of Public Health,1
60072796,University of Zambia,2
60032593,"National Health Foundation, Thailand",1
60031040,Umeå Universitet,1
60024749,"Faculty of Medicine, Dentistry and Health Sciences",1
60013710,Universidade Federal da Bahia,1
60009931,Chr. Michelsen Institute,1
60009860,Fudan University,60
60002999,University of Haifa,2
60002765,Bar-Ilan University,1
60002021,Ministry of Health,1
125002898,Ve'Ahavta Clinic,1
124678538,CMB Foundation,1
118184745,CEGSS,1
106379398,Thai-Nichi Institute of Technology,1
122813842,Wongveerakit Crocodile Farm,3
60111656,Duy Tan University,6
60078563,Ton-Duc-Thang University,5
60072429,Asia University,1
60031941,China Medical University Hospital,4
60013041,Bharathiar University,1
60000968,"Faculty of Medicine, UKM",1
124821186,Faculty of Public Health,1
60194923,Ubon Ratchathani Rajabhat University,2
60025352,"The Natural History Museum, London",3
60006651,Medical University of Lodz,1
60008931,University of Lodz,1
60026493,University Hospitals Birmingham NHS Foundation Trust,1
60004109,University of Mississippi Medical Center,3
60002688,The Mary Imogene Bassett Hospital,1
60002333,"Mayo Clinic in Jacksonville, Florida",1
60103477,University of Houston-Victoria,4
60092137,Rajamangala University of Technology Srivijaya,6
101278876,Phuket Coastal Fisheries Research and Development Center,1
120452777,Ingenet Ltd,1
60092016,International Institute for Environment and Development,1
60092017,Instituto Internacional de Medio Ambiente y Desarrollo - IIED America Latina,1
60014872,World Resources Institute,1
101942078,Slum/Shack Dwellers International (SDI),1
60011807,Boehringer Ingelheim Pharma GmbH &amp; Co. KG,1
124476332,Boehringer Ingelheim Animal Health Australia Pty,1
60023256,Politecnico di Milano,2
60018554,Zhengzhou University,3
60102459,Burdur Mehmet Akif Ersoy Üniversitesi,22
60119344,Yukawa Institute for Theoretical Physics,1
60027245,Université Toulouse III - Paul Sabatier,2
60026553,University of Melbourne,8
60021301,The Royal (Dick) School of Veterinary Studies,1
60210153,Navamindradhiraj University,3
60005510,Nanyang Technological University,1
60071847,Al Farabi Kazakh National University,3
60015045,Brussels School of International Studies,1
60199571,Bangkok Metropolitan Administration General Hospital,1
60026607,Hatyai Hospital,2
60014909,Taksin Hospital,2
123002008,Somdet Phra Pin Klao Hospital,1
106443738,Bangkok Hospital Phuket,1
60025167,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,1
60138275,National Institute of Technology and Evaluation,2
60103680,Shizuoka University,3
60087582,Japan International Cooperation Agency,2
122910027,​Rungrueng-Fertilizer.​co,2
60276477,Laboratory of Biotechnology,3
60108670,Xi'an Technological University,2
60276669,International Centre for Water Hazard and Risk Management,1
60027170,National Research Institute for Earth Science and Disaster Resilience,1
101245105,"Mitsui Mineral Development Engineering Co., Ltd.",1
109897071,Bureau of Industrial Sectors Development,1
60025997,Keio University,2
60031095,Sripatum University,2
60010591,Central China Normal University,1
60002787,Chiba University,43
60016104,Lodz University of Technology,1
60068806,University of Niš,2
60276750,University of Halabja,1
60118438,Sulaimani Polytechnic University,1
114252876,Alfa BK University,1
112573778,Institute of Agricultural Economics,1
60194931,Thepsatri Rajabhat University,2
60030271,National Institute of Oceanography and Fisheries,2
60022769,Prince Philip Dental Hospital,2
123924360,Smile Dog Small Animal Hospital,1
123412614,CRC Scotland &amp; London,3
60118622,Earth Observatory of Singapore,1
109487650,Ministry of Energy and Mines,1
100810646,Ministry of Natural Resources and Environment,1
124210723,Universitas Islam Negeri Raden Intan Lapung,1
123276816,Institut Agama Islam Negeri Kediri,1
124518987,Lamphun Provincial Livestock Office,1
60001409,Kanagawa Institute of Technology,1
124886619,Freelance,1
60007033,City University of New York,3
60009226,Colorado State University,3
60023020,Universitat Autònoma de Barcelona,2
60012256,Kaohsiung Medical University,4
60073387,Kaohsiung Medical University Chung-Ho Memorial Hospital,3
60011473,Tokyo Dental College,1
60025988,Universität Wien,2
60105219,Information Technology University,1
60007989,Universiteit Utrecht,2
101111992,Institute of Technology of Cambodia,1
100529141,Pathumwan Institute of Technology,1
60103839,University of Central Punjab,1
124281640,General Sir John Kotelawela University,2
60239261,Faculty of Science,1
60031707,Michigan State University,8
60023722,USDA ARS National Animal Disease Center,1
60071113,Haskoli Islands,2
119079750,UX Indonesia,1
60104290,Singapore University of Technology and Design,1
60071494,University of the Philippines Los Banos,2
60042311,Lahore University of Management Sciences,1
60032144,Korea Advanced Institute of Science and Technology,1
60029322,Dalian Maritime University,1
60028220,North South University,1
60025256,Institute of Software Chinese Academy of Sciences,1
60021158,Bangladesh University of Engineering and Technology,1
60021005,Universiti Teknologi Malaysia,4
60012392,National Taipei University of Technology,4
60010126,Indian Institute of Technology Guwahati,1
60004526,Future University - Hakodate,1
60025084,Shanghai Jiao Tong University,8
60005800,"Faculty of Medicine, Srinakharinwirot University",5
60001477,Suan Dusit University,1
113142787,Bangkok High Lab Co.,1
112749017,Suvarnachad Animal Hospital,1
60008069,Technische Universität Chemnitz,2
60014285,"Mahosot Hospital, Lao",2
124782007,Champasak Provincial Hospital,1
117155701,Luang Prabang Provincial Hospital,1
112956206,Mittaphab Hospital,1
100636695,Savannakhet Provincial Hospital,1
101730219,Ruamrudee International School,1
60010884,Western University,5
60024007,Helmholtz Center Munich German Research Center for Environmental Health,1
60000291,Klinikum der Universität München,1
60115247,CeGaT GmbH,1
60019722,Technische Universität München,3
60014976,Paracelsus Medizinische Privatuniversitat,2
60011394,Medizinische Universität Wien,3
112607808,Medical Genetic Center Munich,1
60272237,Ho Chi Minh City University of Technology - HCMUT,3
60253096,Toyota Physical and Chemical Research Institute,3
118273218,Center of Excellence for Pediatric Infectious Diseases and Vaccines,12
60011326,UCL Ear Institute,3
126510251,NIHR Biomedical Research Centre Hearing and Deafness,1
60273131,Faculty of Science,14
60210254,Institut de Physique des 2 Infinis de Lyon,58
60204070,Milli Savunma Üniversitesi,57
60193845,Konya Technical University,58
60117280,Istanbul University-Cerrahpasa,58
60108504,"University of Science and Technology of Mazandaran, Behshahr",58
60105846,American University of the Middle East,58
60071644,Institute of Nuclear Physics Uzbekistan Academy of Sciences,13
60071086,"Eastern University, Sri Lanka",14
60027666,Sharif University of Technology,44
60020258,Nanjing Normal University,15
60016912,Yonsei University,60
60014153,Indian Institute of Technology Bombay,59
60007253,"Arab Academy for Science, Technology and Maritime Transport",24
60006588,Institute of Modern Physics Chinese Academy of Sciences,59
60006471,Yakın Doğu Üniversitesi,57
60003217,Erciyes Üniversitesi,58
124801680,Bozok Universitetesi Rektörlügü,57
109526604,G.H.G. Khalsa College,57
60027767,Chung Shan Medical University,1
60009968,Novartis International AG,3
60082502,Sun Yat-Sen University Cancer Center,3
60033199,Barbara Ann Karmanos Cancer Institute,1
60033020,Queen Mary Hospital Hong Kong,3
60032105,NYU Langone Health,2
60031809,"National Cancer Centre, Singapore",5
60027386,Institut de Cancerologie Gustave Roussy,1
60021628,Centre Antoine &#x96; Lacassagne,1
60014234,Queen Elizabeth Hospital Hong Kong,1
60013855,Maharaj Nakorn Chiang Mai Hospital,4
60000139,Tuen Mun Hospital,2
127329130,Medical Oncology,1
125336008,Medical Oncology,1
117724273,Novartis Institutes for BioMedical Research,1
110182158,Novartis Oncology Translational Medicine,1
60032356,Hunan University,5
60028415,Ban Pong Hospital,1
60016185,"Armed Forces Research Institute of Medical Sciences, Thailand",5
126790845,Academy of Science,22
101974214,Photharam Hospital,1
60117550,Hawkesbury Institute for the Environment,2
60180317,Graduate School of Medicine,3
60025286,The George Washington University School of Medicine and Health Sciences,1
60116827,Islamic University in Uganda,2
60090616,The University of Nottingham Malaysia Campus,4
60022425,Birjand University of Medical Sciences,2
60011463,UNSW Medicine,2
60006622,University of Tabriz,2
60003344,Burnet Institute,1
116728956,National Institute of Tuberculosis and Respiratory Diseases,1
112724353,University of Development Alternative,2
60113147,Duke University Medical Center,6
60009499,"Institute of Molecular Biosciences, Mahidol University",9
60029296,"National Institute of Technology, Kochi College",1
60024784,Kanazawa University,3
125186999,Showa Kogyo Co. LTD,2
60105229,Rajamangala University of Technology Krungthep,8
60121765,El Colegio de la Frontera Sur,3
60032751,Universidade Paulista,3
60021606,Universidade Estadual do Ceará,3
60029833,University of Oklahoma Health Sciences Center,1
60136546,Graduate School of Biomedical Sciences,3
60009064,University of Yamanashi,2
60001727,College of Medicine of the Catholic University of Korea,2
124041065,Izumi City General Hospital,1
112681886,Pham Ngoc Thach University of Medicine,1
60018229,Helmholtz Zentrum für Umweltforschung,2
60029487,National Cancer Institute Thailand,2
60020622,Phetchaburi Rajabhat University,1
125860463,University of Phayo,1
60018517,Tata Memorial Hospital,1
60107840,Botswana-UPenn Partnership,2
60005896,Hospital Sirio-Libanês,1
101524736,Mukdahan Hospital,2
60083756,Azienda Ospedaliera Brotzu,1
60189457,Yokohama University of Pharmacy,1
60272276,Shenzhen Bay Laboratory,1
60106366,National University Health System,3
60106362,Cancer Science Institute of Singapore,1
60031198,"A-Star, Genome Institute of Singapore",2
60026680,NUS Yong Loo Lin School of Medicine,5
60189785,Clean Energy Technologies Research Institute,6
110071304,Chachoengsao Hospital,1
60026910,Clark University,1
60025643,Conservation and Research Center (National Zoo),2
60003181,Tokyo Medical University,1
60012786,Walter Reed Army Institute of Research,6
60030650,National Institute of Infectious Diseases,3
60019295,Karolinska Universitetssjukhuset,2
60009657,Centre Hospitalier de L'Universite de Montreal,2
124379119,Institute of HIV Research and Innovation,5
60020453,University of Nebraska at Kearney,1
60108674,Kasetsart University Sriracha Campus,1
60090632,Hospital Raja Permaisuri Bainun,1
60073509,West China School of Medicine/West China Hospital of Sichuan University,2
60071385,Bach Mai Hospital,1
60013449,China-Japan Friendship Hospital,2
60000937,Shenzhen University,2
60000065,"School of Medicine, Southeast University",1
123456490,VPS Lakeshore Hospital,1
122526061,Acute Therapies Global,1
112997365,Baxter Deutschland GmbH,1
101179767,Baxter International Inc.,1
100325773,Quanzhou First Hospital,1
60023462,Waseda University,4
60110939,Đại học Mở Thành phố Hồ Chí Minh,5
60114498,"The University of Hong Kong, State Key Laboratory of Liver Research",1
60112648,"Beijing YouAn Hospital, Capital Medical University",1
60095034,Duke-NUS Medical School,2
60073435,"Beijing Friendship Hospital, Capital Medical University",1
60024281,Nepean Hospital,1
60021909,Srinagarind hospital,4
60021119,Seoul National University Hospital,1
60018150,Royal Prince Alfred Hospital,4
60015173,Capital &amp; Coast District Health Board,1
60006240,University of Ulsan College of Medicine,5
60004203,"Middlemore Hospital, Auckland",1
126298875,Brii Biosciences,1
114175956,VBI Vaccines Inc.,1
107253479,Crown Bioscience Inc. (Beijing),1
60177635,Faculty of Life Sciences &amp; Medicine,1
60170323,Oxford University Hospitals NHS Foundation Trust,2
60162089,"School of Medicine, Dentistry &amp; Nursing",1
60160417,The Walton Centre NHS Foundation Trust,1
60138353,Cwm Taf Morgannwg University Health Board,1
60110825,Edinburgh Medical School,1
60099152,East London NHS Foundation Trust,1
60033481,"University of Birmingham, College of Medical and Dental Sciences",1
60028884,South London and Maudsley NHS Foundation Trust,3
60023077,"University of British Columbia, Faculty of Medicine",2
60016726,School of Medical Sciences,1
60016390,Cambridge University Hospitals NHS Foundation Trust,1
60012878,East Lancashire Hospitals NHS Trust,1
60011520,King's College London,18
60010973,"University of Edinburgh, College of Medicine and Veterinary Medicine",1
60004854,Maidstone and Tunbridge Wells NHS Trust,1
60000401,Westfälische Wilhelms-Universität Münster,3
126395351,The Wire,1
60005353,College of Sciences,5
60069377,Universitas Indonesia,3
60117285,SRM Institute of Science and Technology Ramapuram Campus,1
60005147,SASTRA Deemed University,1
60087293,Sichuan University of Science &amp; Engineering,2
60072385,Kao Yuan University Taiwan,2
126174452,Sichuan Yibin Plastic Packaging Materials Co. Ltd.,2
126174127,Sichuan Zhirenfa Biotechnology Co. Ltd,2
126173441,Sichuan Golden-Elephant Sincerity Chemical Co. Ltd,2
124218269,Sichuan Zhixiangyi Technology Co. Ltd.,2
60109767,Academy of Maritime Education and Training,1
60109336,Saveetha School of Engineering,5
60104605,Bharath Institute of Higher Education and Research,1
60103697,"Anna University of Technology, Tiruchirappalli",1
60016712,Alagappa University,1
60014273,B.S.Abdur Rahman University,1
60007977,Albany Medical College,2
60007651,National Eye Institute (NEI),2
60018357,Tokyo University of Marine Science and Technology,1
60078092,"Asian Institute of Medicine, Science &amp; Technology",1
60011019,Queensland University of Technology,2
60022182,Siam University,3
60015742,Dalian Institute of Chemical Physics Chinese Academy of Sciences,1
60212164,China Medical University College of Medicine,1
60006121,Veterans General Hospital-Taichung Taiwan,1
114817878,MacKay Children's Hospital,1
100356206,PATH,1
60006092,Sawanpracharak Hospital,2
122914411,Nakhon Pathom Hospital,3
126849057,Chevron Offshore,1
120428412,Well Test Knowledge International,1
60105818,M.Kumarasamy College of Engineering,2
100386932,Royal Irrigation Department,1
101815749,Banphaeo Hospital,2
60012771,Howard University,1
101823394,Royal Society of Thailand,26
60194921,Buriram Rajabhat University,1
60092136,Rajamangala University of Technology Isan,1
126912383,Meticuly Co. Ltd.,1
60102230,Max Healthcare,1
60095089,"Raffles Hospital, Singapore",2
60031662,"Eulji University, School of Medicine",1
60172289,Universidad Nacional Autónoma de México Campus Morelos,1
60017903,Centro de Investigacion en Alimentacion y Desarrollo,2
60025589,Jamia Hamdard,1
60276481,Translational Research Center,2
60025017,Nara Institute of Science and Technology,1
60116864,School of Management Fudan University,1
60026051,Alliance Manchester Business School,1
60021200,East China Normal University,1
60016175,National Institute of Mental Health and Neuro Sciences,1
60017101,Samitivej Hospital (Sukhumvit),2
60001576,Universitat de Barcelona,6
60053459,"Université de Tunis El Manar, Hôpital d'Enfants Béchir Hamza de Tunis",1
60052016,The Aga Khan University,2
60012957,University of Maryland School of Medicine,2
60010123,International Centre for Diarrhoeal Disease Research Bangladesh,2
60004518,Consejo Nacional de Investigaciones Científicas y Técnicas,2
60273689,Institut de Recherche en Sciences de la Santé,1
60272403,Centro de Investigação em Saúde de Manhiça CISM,1
60272255,Universidad Agraria del Ecuador,1
60198715,University of Health Sciences,2
60119078,Department of Epidemiology,1
60110821,"All India Institute of Medical Sciences, Bhubaneswar",1
60109272,Fundación Valle del Lili,1
60108299,Centre International de Recherche en Infectiologie,1
60105368,Universidad Finis Terrae,1
60104438,Istanbul Medeniyet University,1
60087109,Universidad de La Sabana,1
60087081,"Hospital Militar Central, Bogota",1
60085099,Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,1
60080012,Nationwide Children’s Hospital,1
60078314,Hospital Regional de Tacuarembó,1
60078079,Rajarata University of Sri Lanka,1
60073452,"Beijing Tiantan Hospital, Capital Medical University",2
60072688,Universidade Eduardo Mondlane,1
60072687,Instituto Nacional de Saude Maputo,1
60072002,Medical Research Council Laboratories Gambia,1
60071891,Noguchi Memorial Institute for Medical Research,1
60071446,Gokila,1
60071387,Children's Hospital No. 1 Ho Chi Minh City,1
60071205,Haramaya University,1
60069348,Hospital Infantil Pequeño Principe,1
60069336,Instituto Materno Infantil de Pernambuco,1
60066705,Wellcome Trust Research Laboratories Nairobi,1
60064180,The University of Jordan,2
60056782,National Institute of Health Pakistan,1
60032907,Institució Catalana de Recerca i Estudis Avançats,2
60032724,University Medical Center Utrecht,1
60031471,National Institute for Communicable Diseases,1
60031331,London School of Hygiene &amp; Tropical Medicine,2
60028548,University of Washington School of Medicine,2
60028392,University of Colorado Anschutz Medical Campus,2
60027142,Organisation Mondiale de la Santé,3
60026004,Fundacao Oswaldo Cruz,1
60025015,Sanjay Gandhi Postgraduate Institute of Medical Sciences Lucknow,3
60022028,Ege Üniversitesi,1
60021902,University of Pretoria,1
60021599,King George's Medical University,1
60019490,"University of Alberta, Faculty of Medicine and Dentistry",1
60018701,School of Public Health,1
60017931,Ministério da Saúde,1
60017590,Hospital de Ninos Ricardo Gutierrez,1
60016218,"University of the Witwatersrand, Johannesburg",1
60015189,School of Pathology,1
60015043,Universidade Federal do Parana,1
60014120,Hospital de Clinicas de Porto Alegre,3
60008724,Duke University,3
60005455,Yale University,2
60002581,Universitat Oberta de Catalunya,1
60000928,Emory University,2
127014450,Mahatma Gandhi Tribal Hospital,1
127014175,Red Colaborativa Pediátrica de Latinoamericá (LARed Network),1
127013726,Hospital de Montevideo,1
127013312,Hospital Susana López de Valencia E.S.E.,1
127012893,Centro de Pediatria Especializada 'CRECER',1
127012667,Bronchiolitis and Co-Detection (BACON) study,1
127007956,Crown Agents,1
126722890,Smorodintsev Research Institute of Influenza,1
125791710,Respiratory Syncytial Virus Network (ReSViNET) Foundation,1
122864023,Cuidados Intensivos Pediátricos Especializados (CIPe) Casa de Galicia,1
119919039,Yemen Field Epidemiology Training Program (Yemen-FETP),1
119779814,Kisumu County Department of Health,1
117155603,Yale Institute for Global Health,1
114763076,Hospital El Carmen de Maipú,1
114492968,Instituto Nacional de Investigación en Salud Pública (INSPI),1
112841215,Health Secretariat of the City of Belo Horizonte,1
112792764,Child Health Research Foundation,1
112738893,Instituto Roosevelt,1
112598476,Children's Hospital Manuel de Jesus Rivera,1
106453720,Agence de Médecine Préventive,1
101904979,Center for Vaccine Development,1
101583840,Guangzhou CanAm International Medical Center,1
101517523,Clínica Infantil Colsubsidio,1
101481311,Hospital Infantil Sabará,1
101364387,Intensive Care Unit,1
100857614,Ministerio de Salud Pública del Ecuador,1
100561657,Sibu Hospital,1
100514212,Ministry of Health and Sanitation,1
100465534,Fundación INFANT,1
60204358,Medizinische Fakultät,4
60264763,Yamagata Prefectural Central Hospital,1
60102447,Jiangsu Province Hospital,1
60031451,Thammasat University Hospital,1
60027675,Sahlgrenska Akademin,1
60025029,QIMR Berghofer Medical Research Institute,2
126683900,Partner Site Bonn-Cologne,2
113181713,Fuling Center Hospital of Chongqing City,1
60192390,Laboratoire de Physique des Hautes Energies et de la Matière Condensée,2
60114077,"GLA University, Mathura",2
60010499,University of KwaZulu-Natal,2
127303201,Ltd.,2
60007029,Jiangnan University,1
60024542,South China University of Technology,1
60000635,USDA ARS Beltsville Agricultural Research Center,1
60029747,University of Georgia,1
60030162,Columbia University,3
60236992,Oskar Klein Centre,1
60148067,Eberly College of Science,5
60122465,California University of Pennsylvania,5
60033021,The University of New Mexico,6
60032991,Technische Universität Dortmund,1
60032816,Universidad Michoacana de San Nicolás de Hidalgo,5
60031316,University of Wisconsin-River Falls,1
60030699,Instituto Nacional de Astrofisica Optica y Electronica,5
60029489,University of Alaska Anchorage,1
60027337,Henryk Niewodniczanski Institute of Nuclear Physics of the Polish Academy of Sciences,5
60027135,Universidad Autónoma del Estado de Hidalgo,5
60026415,Stony Brook University,3
60022995,Bergische Universität Wuppertal,1
60019647,Georgia Institute of Technology,5
60019176,Instituto Politécnico Nacional,5
60018394,South Dakota School of Mines &amp; Technology,1
60016888,Universidad Autónoma de Chiapas,5
60015720,Marquette University,1
60014662,Drexel University,1
60012804,Max-Planck-Institut für Kernphysik,5
60012403,Mercer University at Macon,1
60012269,Clark Atlanta University,1
60008943,Universidad de Guadalajara,5
60007278,"University of California, Irvine",5
60007174,Lawrence Berkeley National Laboratory,1
60006164,Los Alamos National Laboratory,9
60005183,Southern University and A&amp;M College,1
60004718,Université de Genève,2
60003545,Loyola University of Chicago,1
60003467,The University of Texas at Arlington,1
60002644,Universitat de València,8
60000765,Friedrich-Alexander-Universität Erlangen-Nürnberg,5
60000546,The Bartol Research Institute,1
126516625,SNOLAB,1
126141395,Universidad Politecnica de Pachuca,5
60015438,El Colegio de la Frontera Sur,3
60009500,University of Vermont,1
113113857,National Center for HIV/AIDS Dermatology and STDs,1
60105683,Southern University of Science and Technology,1
113736755,Academy of Science,12
60007179,Instituto de Ciencias Nucleares de la UNAM,5
114633736,Universidad Politecnica de Pachuca,5
60272586,Lac Hong University,1
60104662,Wuhan Textile University,1
125755089,Sichuan Zhirenfa Biotechnology Co. Ltd.,2
124752478,Sichuan Golden-Elephant Sincerity Chemical Co. Ltd.,2
124461123,"Sichuan Yibin Plastic Packaging Materials Co., Ltd.",2
60069392,Brawijaya University,1
123102534,C.A.R.,2
60000995,Institute of Pharmacology of the Polish Academy of Sciences,3
123273782,"Praedicat, Inc.",1
60015265,Thailand Ministry of Agriculture and Cooperatives,2
60071997,Royal University of Phnom Penh,1
60071417,University of Dalat,1
129490944,Ministry of Natural Resources and Environment,1
126193115,Ltd.,1
125823236,Transport Development and Strategy Institute,1
117693102,Sub-Institute of Hydrometeorology and Climate Change,1
112658241,SIWRR Southern Institute of Water Resources Research,1
100984236,Ministry of Environment,2
116434853,Phra Nakhon Si Ayutthaya Hospital,1
60107657,University of Kerbala,1
60018475,Bowling Green State University,2
113048398,Sports Authority of Thailand,1
60211721,College of Medical and Health Science,4
60079728,"SSN College of Engineering, Kalavakkam",2
60023330,Sathyabama Institute of Science and Technology,2
60021895,University of Toyama,2
60013985,Eastman Dental Institute,2
60024544,University College London Hospitals NHS Foundation Trust,2
60002199,Cork University Dental School &amp; Hospital,2
60250877,Thailand National Energy Technology Center (ENTEC),4
123045836,Research Affairs,6
120805108,Next Generation Genomic Co. Ltd.,1
116339902,Safe Fertility Center,1
60122603,Purdue University Fort Wayne,3
60273130,Princess Máxima Center for Pediatric Oncology,1
60120717,Seoul National University Children's Hospital,2
60026312,Hospital Infantil Universitario Niño Jesús,1
60025326,Kanagawa Children's Medical Center,1
60020859,Centre Hospitalier Universitaire de Poitiers,1
60017031,Ann &amp; Robert H. Lurie Children's Hospital of Chicago,1
60016329,SKKU School of Medicine,3
60016041,Istituto Giannina Gaslini,1
60015627,Erasmus MC Sophia Children's Hospital,1
60012324,İstanbul Tıp Fakültesi,1
60003362,Groupe Hospitalier Pellegrin,1
60000656,Seoul National University College of Medicine,2
126654722,Wide River Institute of Immunology,2
126654222,Innovative Therapies for Children with Cancer (ITCC) Consortium,1
117733206,Novartis Pharma LLC,1
113139706,"Dmitriy Rogachev National Center for Pediatric Hematology, Oncology and Immunology",1
60250860,Atria Institute of Technology,2
60032358,"Indian Institute of Information Technology, Allahabad",1
60008902,Charoenkrung Pracharak Hospital,2
126983242,Bamrasnaradura Infectious Diseases Institute,6
122319249,Nopparat Rajathanee Hospital,1
113059060,Central Chest Institute of Thailand,1
60023422,Bangkok Hospital Medical Center,4
60108881,Newcastle University Singapore,1
60006222,Newcastle University,4
60172358,Faculty of Health,1
60118584,"Institutionen för Kliniska Vetenskaper, Lund",1
60021923,King's College Hospital,1
60117609,"Division of Biomedical and Life Sciences, Lancaster University",1
60239692,Institute for Global Environmental Strategies,1
60274200,Van Lang University,2
125292764,Pham Van Dong University,1
113295507,Institute of Drug Quality Control,1
109929998,Broadcast Research and Application Center,1
60106481,"Medizinische Universitat Wien, Zentrum für Pathophysiologie, Infektiologie und Immunologie",1
60092031,"Central European Cooperative Oncology Group, Austria",1
60014982,National Cheng Kung University,4
126515937,NCI,1
121353725,ARENSIA Exploratory Medicine LLC,1
117938558,Imugene Limited,1
100402181,Institute of Oncology,1
60193847,Tarsus University,10
126498983,Milli Savunma University,57
126498974,Italian National Agency for New Technologies,31
60023402,"Assumption University, Bangkok",3
60005217,Amano Institute of Technology,1
126626646,Phramongkutklao Hospital,1
60022095,Taipei Medical University,2
60103784,Universitas Tadulako,1
60071354,Hanoi University of Science and Technology,2
60086834,"Queen's University, Centre for Neuroscience Studies, Kingston",1
60026419,"Queen's University, School of Medicine",1
107871032,BD Biosciences,1
60190575,Hotel Dieu Shaver,1
60098909,"GF Strong Rehabilitation Centre, British Columbia",1
60075676,Vivantes Humboldt-Klinikum,1
60032256,Università degli Studi di Verona,1
60023561,Centre Hospitalier Universitaire Vaudois,2
60018573,University of Texas Health Science Center at San Antonio,2
60016257,NIH Clinical Center (CC),1
127659421,Canadian Advances in Neuro-Orthopaedics for Spasticity Congress (CANOSC),6
117031761,Centre de Rééducation Hôpital du Jura,1
60015336,Chuo University,1
60001157,Amsterdam UMC - University of Amsterdam,4
60005949,Central South University of Forestry and Technology,1
60020796,Bansomdejchaopraya Rajabhat University,1
60014111,Institute for Laser Technology,2
117011815,Ltd.,7
60091555,"Thai Health Promotion Foundation, Bangkok",2
60021173,Bamrasnaradura Infectious Disease Institute,1
122416037,Medical Research Network of the Consortium of Thai Medical Schools,1
112313581,Bureau of Epidemiology,1
60073525,Guangdong Pharmaceutical University,2
60005247,David Geffen School of Medicine at UCLA,2
60031892,"University of Nevada, Las Vegas",6
60105260,"Faculty of Environment and Resource Studies, Mahidol University",2
60069380,Universitas Gadjah Mada,1
100460083,Southern Veterinary Research and Development Center,1
107971349,Kyaukse University,1
60016211,Institute of Atmospheric Physics Chinese Academy of Sciences,1
124575316,Environmental Research and Training Center,1
112774514,Glaucoma Center of San Francisco,3
60112689,"University Medicine and Pharmacy, Hue University",3
60069378,"Universitas Indonesia, RSUPN Dr. Cipto Mangunkusumo",3
60022786,Universitätsmedizin Greifswald,2
119712737,University of Medicine 1,2
115493546,Ulaanbaatar Songdo Hospital,2
60107629,Institute of Liver and Biliary Sciences,1
60079572,Siksha O Anusandhan (Deemed to be University),1
60073426,302 Hospital of People's Liberation Army,1
60071488,"University of Santo Tomas, Manila",4
60067302,The Aga Khan University Hospital,2
60043218,Ziauddin Medical University,1
60030714,Mitford Hospital,1
60026707,Capital Medical University,1
60016172,Asian Institute of Gastroenterology India,1
60015187,Lokmanya Tilak Municipal General Hospital,1
60007825,Bangabandhu Sheikh Mujib Medical University,2
60006034,"Hallym University, College of Medicine",1
60000137,"Postgraduate Institute of Medical Education &amp; Research, Chandigarh",1
126504945,CMOSH Medical College,1
126504827,Hospital Selayang,1
124645431,Cardinal Santos Medical Center,1
122702986,Foundation Nepal Sitapaila Height,1
116430566,St. John’s Medical College,1
114673248,Nork Clinical Hospital of Infectious Diseases,2
114434381,VGM Hospital,1
113492048,Global Hospitals,1
101572156,Medistra Hospital,1
100337640,DMC and Hospital,1
60189723,The UWA Business School,5
60104463,Ilia State University (ISU),6
60071636,Academy of Sciences of the Republic of Uzbekistan,13
126867234,Milli Savunma University,57
126866947,Italian National Agency for New Technologies,31
126866768,Şosrnak University,56
60069774,Institut Universitaire des Systèmes Thermiques Industriels,1
60033039,Hopital de La Conception,1
60029937,Université de Versailles Saint-Quentin-en-Yvelines,1
60021519,University of Miami Leonard M. Miller School of Medicine,1
60007263,"Osakidetza, Donostia University Hospital",1
60002983,Complejo Hospitalario Universitario de Santiago,1
